Type of Contact,TypeofOrganization,Subtype,Name of Organization,City,Province,Office or Location or Program,Alternate or Previous Name,Mailing Address,Physical Address,Directions to Address,Postal Code,Phone 1,Phone 1 Ext,Phone 2,Toll Free 1,Toll Free 1 Ext,Fax 1,Fax 2,Email 1,Email 2,Website 1,Website 2,Affiliations,Pronunciation,Region,Region Number,INAC #
First Nations,First Nation Communities,,N'Quatqua First Nations,D'Arcy,BC,,,PO Box 88,21 Lakeshore Dr.,,V0N 1L0,604-452-3221,,,1-800-933-0323,,604-452-3295,,postmaster@nquatqua.ca,,www.nquatqua.ca,,Lower Stl'atl'imx Tribal Council,neh-qwa-qwa,Mainland/Southwest,3,556
First Nations,First Nation Communities,,Nuchatlaht First Nation,Zeballos,BC,,,PO Box 40,,,V0P 2A0,250-332-5908,,,,,250-332-5907,,,,,,Nuu-chah-nulth Tribal Council,new-chat-lat,Vancouver Island/Coast,2,639
Services and Agencies,Business and Economic Development,,Nupqu Development Corporation,Cranbrook,BC,,,7443 Mission Rd.,,,V1C 7E5,250-489-5762,,,1-888-480-2464,,250-489-2091,,nupqu@nupqu.com,,,,,noop-ku,Kootenay,5,
First Nations,Treaty Offices,,Nuu-chah-nulth Tribal Council,Port Alberni,BC,,,PO Box 1383,5001 Mission Rd.,,V9Y 7M2,250-724-5757,,,1-877-677-1131,,250-723-0463,,,,www.nuuchahnulth.org,,"Ahousaht, Ditidaht, Ehattesaht, Hesquiaht, Hupacasath, Huu-ay-aht, Kyuquot, Mowachaht, Nuchatlaht, Tla-o-qui-aht, Toquaht, Tseshaht, Uchucklesaht, Ucluelet",new-chaw-nulth,Vancouver Island/Coast,2,
Services and Agencies,Child and Family Services Agencies,First Nations Child and Family Services Agencies,Nuu-chah-nulth Child and Family Services,Port Alberni,BC,,,PO Box 99,4000 Stamp Ave.,,V9Y 7M2,250-724-3232,,,1-877-722-3232,,250-723-0463,,,,www.nuuchahnulth.org,,"Ahousaht, Ditidaht, Ehattesaht, Hesquiaht, Hupacasath, Huu-ay-aht, Kyuquot, Mowachaht, Nuchatlaht, Tla-o-qui-aht, Toquaht, Tseshaht, Uchucklesaht, Ucluelet",new-chaw-nulth,Vancouver Island/Coast,2,
Services and Agencies,Family and Youth Services,,Nuu-chah-nulth Child and Family Services,Port Alberni,BC,,,PO Box 99,4000 Stamp Ave.,,V9Y 7M2,250-724-3232,,,1-877-722-3232,,250-723-0463,,,,www.nuuchahnulth.org,,"Ahousaht, Ditidaht, Ehattesaht, Hesquiaht, Hupacasath, Huu-ay-aht, Kyuquot, Mowachaht, Nuchatlaht, Tla-o-qui-aht, Toquaht, Tseshaht, Uchucklesaht, Ucluelet",new-chaw-nulth,Vancouver Island/Coast,2,
Services and Agencies,Business and Economic Development,,Nuu-chah-nulth Economic Development Corporation,Port Alberni,BC,,,PO Box 1384,7563 Pacific Rim Hwy.,,V9Y 7M2,250-724-3131,,,1-866-444-6332,,250-724-9967,,,,www.nedc.info,,Nuu-chah-nulth Tribal Council,new-cha-nulth,Vancouver Island/Coast,2,
Services and Agencies,Health Services,,Nuu-chah-nulth NIHB,Port Alberni,BC,,,PO Box 1383,5001 Mission Rd.,,V9Y 7M2,250-724-5757,,,1-888-407-4888,,250-723-0463,,,,www.nuuchahnulth.org,,"Ahousaht, Ditidaht, Ehattesaht, Hesquiaht, Hupacasath, Huu-ay-aht, Kyuquot, Mowachaht, Nuchatlaht, Tla-o-qui-aht, Toquaht, Tseshaht, Uchucklesaht, Ucluelet",new-chaw-nulth,Vancouver Island/Coast,2,
Services and Agencies,"Employment, Job Search and Placement",Aboriginal Skills and Employment Training Strategy (ASETS) Offices,Nuu-chah-nulth Tribal Council,Port Alberni,BC,Nuu-chah-nulth Employment and Training Program (NETP),,PO Box 1383,4090 8th Ave.,,V9Y 4S4,250-723-1331,,,1-877-677-1131,,250-723-1336,,NETP@nuuchahnulth.org,,www.nuuchahnulth.org,https://www.facebook.com/nuuchahnulth.employment?fref=photopage,"Ahousaht, Ditidaht, Ehattesaht, Hesquiaht, Hupacasath, Huu-ay-aht, Kyuquot, Mowachaht, Nuchatlaht, Tla-o-qui-aht, Toquaht, Tseshaht, Uchucklesaht, Ucluelet",new-chaw-nulth,Vancouver Island/Coast,2,
First Nations,Tribal Councils/Affiliations,,Nuu-chah-nulth Tribal Council,Port Alberni,BC,,,PO Box 1383,5001 Mission Rd.,,V9Y 7M2,250-724-5757,,,1-877-677-1131,,250-723-0463,,,,www.nuuchahnulth.org,,"Ahousaht, Ditidaht, Ehattesaht, Hesquiaht, Hupacasath, Huu-ay-aht, Kyuquot, Mowachaht, Nuchatlaht, Tla-o-qui-aht, Toquaht, Tseshaht, Uchucklesaht, Ucluelet",new-chaw-nulth,Vancouver Island/Coast,2,
Previous Name,First Nation Communities,,Nuwitti Band,Port Hardy,BC,,see Tlatlasikwala First Nation,,,,,,,,,,,,,,,,,,Unassigned,1,
First Nations,First Nation Communities,,Nuxalk Nation,Bella Coola,BC,,Bella Coola First Nation,PO Box 65,,,V0T 1C0,250-799-5613,,,1-877-799-5959,,250-799-5426,,northbentick@hotmail.com,,,,Oweekeno-Kitasoo-Nuxalk Tribal Council,new-hawk,Vancouver Island/Coast,2,539
Services and Agencies,Housing Services,Emergency/Transition,Nuxalk Transition House Society,Bella Coola,BC,Snxlhh Transition House,,,,,,,,,1-877-799-0070,,,,,,,,,,Vancouver Island/Coast,2,
Services and Agencies,Legal Services,,Office of the Wet'suwet'en,Smithers,BC,Wet'suwet'en Unlocking Aboriginal Justice,,"205 Beaver Rd., Suite 1",3873 1st Ave.,,V0J 2N1,250-847-3630,,,1-888-296-4411,,250-847-5381,,wuaj@wetsuweten.com,,www.wetsuweten.com,,,wet-so-a-den,Nechako,8,
First Nations,Treaty Offices,,Office of the Wet'suwet'en,Smithers,BC,,,"205 Beaver Rd., Suite 1",3873 1st Ave.,,V0J 2N1,250-847-3630,,,1-888-296-4411,,250-847-5381,,reception@wetsuweten.com,,www.wetsuweten.com,,,wet-so-a-den,Nechako,8,
Previous Name,First Nation Communities,,Ohiaht,Port Alberni,BC,,see Huu-ay-aht First Nations,,,,,,,,,,,,,,,,,,Unassigned,1,
First Nations,First Nation Communities,,Okanagan Indian Band,Vernon,BC,,,12420 Westside Rd.,,,V1H 2A4,250-542-4328,,,,,250-542-4990,,okibadmin@okanagan.org,,www.okib.ca,,Okanagan Nation Alliance,,Thompson/Okanagan,4,616
Services and Agencies,Housing Services,,Okanagan Métis & Aboriginal Housing Society,Kelowna,BC,,,240 - 1855 Kirschner Rd.,,,V1Y 4N7,250-763-7747,,,,,250-763-0112,,omahs@telus.net,,,,,,Thompson/Okanagan,4,
First Nations,Tribal Councils/Affiliations,,Okanagan Nation Alliance,Westbank,BC,,,101 – 3535 Old Okanagan Hwy,,,V4T 3L7,250-707-0095,,,1-866-662-9609,,250-707-0166,,onareception@syilx.org,,www.syilx.org,,"Lower Similkameen Band, Okanagan Indian Band, Osoyoos Indian Band, Penticton Band, Westbank First Nation, Upper Nicola Band, Upper Similkameen Band, Colville Confederated Tribes",,Thompson/Okanagan,4,
Services and Agencies,Child and Family Services Agencies,First Nations Child and Family Services Agencies,Okanagan Nation Transition Emergency House (ONTEH),Penticton,BC,,,22 - 650 Duncan Ave. W.,,,V2A 7N1,250-493-4902,,,1-877-493-4909,,250-493-4952,,,,,,"Penticton Indian Band, Okanagan Nation",,Thompson/Okanagan,4,
Services and Agencies,Treatment and Healing Services,Residential,Okanagan Nation Transition Emergency House (ONTEH),Penticton,BC,,,22 - 650 Duncan Ave. W.,,,V2A 7N1,250-493-4902,,,1-877-493-4909,,250-493-4952,,,,,,"Penticton Indian Band, Okanagan Nation",,Thompson/Okanagan,4,
Services and Agencies,Women's Organizations,,Okanagan Nation Transition Emergency House (ONTEH),Penticton,BC,,,22 - 650 Duncan Ave. W.,,,V2A 7N1,250-493-4902,,,1-877-493-4909,,250-493-4952,,,,,,"Penticton Indian Band, Okanagan Nation",,Thompson/Okanagan,4,
Services and Agencies,"Employment, Job Search and Placement",Aboriginal Skills and Employment Training Strategy (ASETS) Offices,Okanagan Training and Development Council,Kelowna,BC,,,#339 101 - 1865 Dilworth Dr.,,,V1Y 9T1,,,,,,,,,,,,,,Thompson/Okanagan,4,
First Nations,First Nation Communities,,Old Masset Village Council,Masset,BC,,,PO Box 189,,,V0T 1M0,250-626-3337,,,,,250-626-5440,,omvcadmin@mhtv.ca,,http://www.haidanation.ca/,,,,North Coast,7,669
Services and Agencies,Health Services,,Old Masset Village Council,Masset,BC,Haida Health Centre,,PO Box 176,347 Eagle Ave.,,V0T 1M0,250-626-3911,,,,,250-626-3357,,,,,,Old Masset Village Council,,North Coast,7,
Services and Agencies,Child and Family Services Agencies,First Nations Child and Family Services Agencies,OoknaKane Friendship Centre,Penticton,BC,,,146 Ellis St.,,,V2A 4L5,250-490-3504,,,,,250-490-0891,,reception@friendshipcentre.ca,,www.friendshipcentre.ca,,,ooka-na-cane,Thompson/Okanagan,4,
Services and Agencies,Family and Youth Services,,OoknaKane Friendship Centre,Penticton,BC,Coyote House,,,,,,250-490-3504,,,,,250-490-0891,,reception@friendshipcentre.ca,,www.friendshipcentre.ca,,,ooka-na-cane,Thompson/Okanagan,4,
Services and Agencies,Family and Youth Services,,OoknaKane Friendship Centre,Penticton,BC,,,146 Ellis St.,,,V2A 4L5,250-490-3504,,,,,250-490-0891,,reception@friendshipcentre.ca,,www.friendshipcentre.ca,,,ooka-na-cane,Thompson/Okanagan,4,
Services and Agencies,"Employment, Job Search and Placement",,OoknaKane Friendship Centre,Penticton,BC,,,146 Ellis St.,,,V2A 4L5,250-490-3504,,,,,250-490-0891,,reception@friendshipcentre.ca,,www.friendshipcentre.ca,,,ooka-na-cane,Thompson/Okanagan,4,
Services and Agencies,Friendship Centres,,OoknaKane Friendship Centre,Penticton,BC,,,146 Ellis St.,,,V2A 4L5,250-490-3504,,,,,250-490-0891,,reception@friendshipcentre.ca,,www.friendshipcentre.ca,,,ooka-na-cane,Thompson/Okanagan,4,
First Nations,First Nation Communities,,Oregon Jack Creek Band,Ashcroft,BC,,,PO Box 940,,,V0K 1A0,250-453-9098,,,,,250-453-9097,,ojcb@nntc.ca,ojcb@telus.net,,,Nlaka'pamux Nation Tribal Council,,Cariboo,6,692
First Nations,First Nation Communities,,Osoyoos Indian Band,Oliver,BC,,,RR3 Site 25 C-1,27104 McKinney Rd.,,V0H 1T0,250-498-3444,,,1-800-498-3444,,250-498-6577,,osoyoosband@oib.ca,,www.oib.ca,,"Okanagan Nation Alliance, Colville Tribe",oh-soy-use,Thompson/Okanagan,4,596
Previous Name,First Nation Communities,,Oweekeno Nation,Port Hardy,BC,,see Wuikinuxv Nation,,,,,,,,,,,,,,,,,,Unassigned,1,
First Nations,First Nation Communities,,Pacheedaht First Nation,Port Renfrew,BC,,,"PO Box 350 Kalaiv St., General Delivery",,,V0S 1K0,250-647-5521,,,1-888-231-1110,,250-647-5561,,,,,,,pah-chee-dat,Vancouver Island/Coast,2,658
Services and Agencies,Women's Organizations,,Pacific Association of First Nations Women,Vancouver,BC,,,2017 Dundas St.,,,V5L 1J5,604-872-1849,,,,,604-872-1845,,eldersupport@gmail.com,,www.pafnw.ca,,,,Mainland/Southwest,3,
Services and Agencies,Family and Youth Services,,Pacific Community Resources Society,Vancouver,BC,Aboriginal Youth Empowerment Program (Aboriginal-identified youth ages 13 through 24),,2455 Fraser St.,,,V5T 0E6,604-412-7950,,,,,604-412-7951,,mailbox@pcrs.ca,,http://pcrs.ca,,,,Mainland/Southwest,3,
Services and Agencies,Child and Family Services Agencies,First Nations Child and Family Services Agencies,Parent Support Services Society of BC,Burnaby,BC,Provincial Office,,204-5623 Imperial St.,,,V5J 1G1,604-669-1616,,,1-877-345-9777,,604-669-1636,,office@parentsupportbc.ca,,www.parentsupportbc.ca,,"The United Way, Federation of Child & Family Services",,Mainland/Southwest,3,
Services and Agencies,Education,,Parent Support Services Society of BC,Burnaby,BC,Provincial Office,,204-5623 Imperial St.,,,V5J 1G1,604-669-1616,,,1-877-345-9777,,604-669-1636,,office@parentsupportbc.ca,,www.parentsupportbc.ca,,"The United Way, Federation of Child & Family Services",,Mainland/Southwest,3,
Services and Agencies,Family and Youth Services,,Parent Support Services Society of BC,Burnaby,BC,GRG (Kinship Care) Support Line,,204-5623 Imperial St.,,,V5J 1G1,604-558-4740,,,1-855-474-9777,,604-669-1636,,grgline@parentsupportbc.ca,,http://parentsupportbc.ca,,,,Mainland/Southwest,3,
Services and Agencies,Family and Youth Services,,Parent Support Services Society of BC,Burnaby,BC,Provincial Office,,204-5623 Imperial St.,,,V5J 1G1,604-558-4740,,,1-877-345-9777,,604-669-1636,,grgline@parentsupportbc.ca,,http://parentsupportbc.ca,,,,Mainland/Southwest,3,
Services and Agencies,Family and Youth Services,,Parent Support Services Society of BC,Burnaby,BC,Provincial Office,,204-5623 Imperial St.,,,V5J 1G1,604-669-1616,,,1-877-345-9777,,604-669-1636,,office@parentsupportbc.ca,,www.parentsupportbc.ca,,"The United Way, Federation of Child & Family Services",,Mainland/Southwest,3,
Services and Agencies,Family and Youth Services,,Parent Support Services Society of BC,Burnaby,BC,Vancouver Coastal,,204-5623 Imperial St.,,,V5J 1G1,604-669-1616,,,1-877-345-9777,,604-669-1636,,office@parentsupportbc.ca,,www.parentsupportbc.ca,,"The United Way, Federation of Child & Family Services, Ministry of Human and Family Development",,Mainland/Southwest,3,
Services and Agencies,Family and Youth Services,,Parent Support Services Society of BC,Nanoose Bay,BC,Central Island,,PO Box 86,,,V9P 9J9,250-468-9658,,,1-877-345-9777,,250-468-9668,,parent@telus.net,,www.parentsupportbc.ca,,"The Central & Northern Vancouver Island United Way, Active Parenting Canada, Make Children First, Success by 6",,Vancouver Island/Coast,2,
First Nations,First Nation Communities,,Pauquachin First Nation,North Saanich,BC,,,9010 West Saanich Rd.,,,V8L 5W4,250-656-0191,,,,,250-656-6134,,,,,,Pauquachin Health Centre,paw-kwi-chin,Vancouver Island/Coast,2,652
Services and Agencies,Health Services,,Pauquachin Health Centre,North Saanich,BC,,,9010 West Saanich Rd.,,,V8L 5W4,250-656-2743,,,,,250-656-6134,,,,,,Pauquachin First Nation,paw-kwi-chin,Vancouver Island/Coast,2,
Previous Name,First Nation Communities,,Pavilion Indian Band,Lillooet,BC,,see Ts'kw'aylaxw First Nation,,,,,,,,,,,,,,,,,,Unassigned,1,
First Nations,First Nation Communities,,Penelakut Tribe,Chemainus,BC,,,PO Box 360,,,V0R 1K0,250-246-2321,,,,,250-246-2725,,,,www.penelakut.ca,,"Hul'qumi'num Treaty Group, Sh'ulh'etun Health Society",pen-el-a-cut,Vancouver Island/Coast,2,650
Services and Agencies,Education,,Penticton Indian Band,Penticton,BC,Education Centre,,RR 2 Site 80 Comp 19,,,V2A 6J7,250-770-3210,,,,,250-493-0889,,,,www.pib.ca,,,,Thompson/Okanagan,4,
Services and Agencies,"Employment, Job Search and Placement",,Penticton Indian Band,Penticton,BC,Employment Counselling,,"RR 2 Site 80, Comp 19",,,V2A 6J7,250-770-3210,,,,,250-493-0889,,,,www.pib.ca,,,,Thompson/Okanagan,4,
First Nations,First Nation Communities,,Penticton Indian Band,Penticton,BC,,,"RR2 Site 80, Comp 19",200 Westhills Dr.,,V2A 6J7,250-493-0048,,,1-877-493-0048,,250-493-2882,,,,www.pib.ca,,Okanagan Nation Alliance,,Thompson/Okanagan,4,597
Services and Agencies,Family and Youth Services,,People's Haven Family Service Centre,Telegraph Creek,BC,Telegraph Creek,,PO Box 59,"387 Stikine St. Dease Lake, BC",,V0J 2W0,250-771-5577,,,,,250-771-5579,,,,,,"Ku we Gahn Aboriginal Justice Program, Tahltan Health and Social Services Authority",,North Coast,7,
First Nations,First Nation Communities,,Peters Band,Hope,BC,,,"RR2, 16870 Peters Rd.",,,V0X 1L2,,,,,,,,,,,,,,Mainland/Southwest,3,586
First Nations,Tribal Councils/Affiliations,,Peters Tribal Council,Hope,BC,,,"RR2, 16870 Peters Rd.",,,V0X 1L2,,,,,,,,,,,,,,Mainland/Southwest,3,
First Nations,First Nation Communities,,Popkum First Nation,Chilliwack,BC,c/o Sto:lo Nation,,1 - 17201 Vedder Rd.,,,V2R 4G5,,,,,,604-824-5326,,,,,,Sto:lo Nation,pop-kwum,Mainland/Southwest,3,585
Services and Agencies,Friendship Centres,,Port Alberni Friendship Center,Port Alberni,BC,,,3555 4th Ave.,,,V9Y 4H3,250-723-8281,,,1-888-723-7232,,250-723-1877,,,,www.pafriendshipcenter.com,,,,Vancouver Island/Coast,2,
Métis,Métis Nation British Columbia and Chartered Communities,,Powell River Métis Society,Powell River,BC,Vancouver Island,,6919 Hammond St.,,,V8A 1R3,604-414-8310,,,1-800-940-1150,,,,russellbrewer@shaw.ca,reception@mnbc.ca,,,MNBC,may-tee,Vancouver Island/Coast,2,
Services and Agencies,Education,,Power of Friendship Aboriginal Head Start Program,Prince George,BC,,,110 Anderson St.,,,V2M 4Z1,250-564-1840,,,,,250-564-1842,,ece2@pgnfc.com,,www.pgnfc.com,,"Prince George Native Friendship Centre, Prince George Aboriginal Head Start Program",,Nechako,8,
Services and Agencies,Business and Economic Development,,Prince George Aboriginal Business Development Association,Prince George,BC,,,210 - 575 Quebec St.,,,V2L 1W6,250-562-6325,,,,,250-562-6326,,admin@abdc.bc.ca,executivedirector@abdc.bc.ca,www.abdc.bc.ca,,,,Nechako,8,
Services and Agencies,Education,,Prince George Aboriginal Head Start Program,Prince George,BC,,,1945 3rd Ave.,,,V2M 1G6,250-563-3884,,,,,250-563-2183,,ece1@pgnfc.com,,,,"Prince George Native Friendship Centre, Power of Friendship Aboriginal Head Start Program, Wazdidadilh Aboriginal Infant and Family Development Program",,Nechako,8,
Métis,Métis Nation British Columbia and Chartered Communities,,Prince George Métis Community Association,Prince George,BC,North Central,,1546 6th Ave.,,,V2L 5B5 ,250-612-2963,,,1-800-940-1150,,,,oka1@telus.net,reception@mnbc.ca,,,Métis Nation British Columbia,may-tee,Nechako,8,
Services and Agencies,Arts and Culture,,Prince George Native Friendship Centre,Prince George,BC,,,1600 3rd Ave.,,,V2L 3G6,250-564-3568,,,1-888-567-2929,,250-563-0924,,info@pgnfc.com,,www.pgnfc.com,,,,Nechako,8,
Services and Agencies,Education,,Prince George Native Friendship Centre,Prince George,BC,,,1600 3rd Ave.,,,V2L 3G6,250-564-3568,,,1-888-567-2929,,250-563-0924,,info@pgnfc.com,,www.pgnfc.com,,,,Nechako,8,
Services and Agencies,"Employment, Job Search and Placement",,Prince George Native Friendship Centre,Prince George,BC,,,1600 3rd Ave.,,,V2L 3G6,250-564-3568,,,1-888-567-2929,,250-563-0924,,info@pgnfc.com,,www.pgnfc.com,,,,Nechako,8,
Services and Agencies,Family and Youth Services,,Prince George Native Friendship Centre,Prince George,BC,,,1600 3rd Ave.,,,V2L 3G6,250-564-3568,,,1-888-567-2929,,250-563-0924,,info@pgnfc.com,,www.pgnfc.com,,,,Nechako,8,
Services and Agencies,Friendship Centres,,Prince George Native Friendship Centre,Prince George,BC,,,1600 3rd Ave.,,,V2L 3G6,250-564-3568,,,1-888-567-2929,,250-563-0924,,info@pgnfc.com,,www.pgnfc.com,,,,Nechako,8,
Services and Agencies,Health Services,,Prince George Native Friendship Centre,Prince George,BC,,,1600 3rd Ave.,,,V2L 3G6,250-564-3568,,,1-888-567-2929,,250-563-0924,,info@pgnfc.com,,www.pgnfc.com,,,,Nechako,8,
Services and Agencies,Housing Services,,Prince George Native Friendship Centre,Prince George,BC,,,1600 3rd Ave.,,,V2L 3G6,250-564-3568,,,1-888-567-2929,,250-563-0924,,info@pgnfc.com,,www.pgnfc.com,,,,Nechako,8,
Services and Agencies,Treatment and Healing Services,Residential,Prince George Native Friendship Centre,Prince George,BC,,,1600 3rd Ave.,,,V2L 3G6,250-564-3568,,,1-888-567-2929,,250-563-0924,,info@pgnfc.com,,www.pgnfc.com,,,,Nechako,8,
Services and Agencies,Legal Services,,Prince George Urban Aboriginal Justice Society,Prince George,BC,Legal Aid Referral Services,,102 - 1268 5th Ave.,,,V2L 3L2 ,250-562-7928,,,,,250-562-7930,,admin@pguajs.ca ,,www.pguajs.ca ,,,,Nechako,8,
Services and Agencies,Legal Services,Restorative Justice,Prince George Urban Aboriginal Justice Society,Prince George,BC,,,102 - 1268 5th Ave.,,,V2L 3L2 ,250-562-7928,,,,,250-562-7930,,admin@pguajs.ca ,,www.pguajs.ca ,,,,Nechako,8,
Services and Agencies,"Employment, Job Search and Placement",Aboriginal Skills and Employment Training Strategy (ASETS) Offices,Prince George/Nechako Aboriginal Employment and Training Association/Society (PGNAETA),Prince George,BC,,,198 Kingston St.,,,V2L 1C3,250-561-1199,,,1-800-510-0515,,250-561-1149,,pgnaeta@pgnaeta.bc.ca,,www.pgnaeta.bc.ca,,,,Nechako,8,
Métis,Métis Nation British Columbia and Chartered Communities,,Prince Rupert & District Metis Community,Prince Rupert,BC,Northwest ,,3 - 716 Fraser St.,,,V8J 1P9,250-627-1885 ,,,1-800-940-1150,,,,princerupertcc@mnbc.ca,reception@mnbc.ca,http://princerupertmetis.com/ ,https://www.mnbc.ca/,Métis Nation British Columbia,may-tee,North Coast,7,
Services and Agencies,Family and Youth Services,,Prince Rupert Aboriginal Community Services Society,Prince Rupert,BC,,Formerly Prince Rupert Aboriginal Justice Society,151 - 309 2nd Ave. W.,,,V8J 3T1,250-622-2891,,,,,250-622-2893,,pracss@citywest.ca,,,,"Aboriginal Headstart Program, FNIB/Patient Medical Travel, Aboriginal Homelessness",,North Coast,7,
Services and Agencies,Health Services,,Prince Rupert Aboriginal Community Services Society,Prince Rupert,BC,,Prince Rupert Aboriginal Justice Society,151 - 309 2nd Ave. W.,,,V8J 3T1,250-622-2891,,,,,250-622-2893,,pracss@citywest.ca,,,,"Aboriginal Headstart Program, FNIB/Patient Medical Travel, Aboriginal Homelessness",,North Coast,7,
Services and Agencies,Legal Services,,Prince Rupert Aboriginal Community Services Society,Prince Rupert,BC,,Prince Rupert Aboriginal Justice Society,151 - 309 2nd Ave. W.,,,V8J 3T1,250-622-2891,,,,,250-622-2893,,pracss@citywest.ca,,,,"Aboriginal Headstart Program, FNIB/Patient Medical Travel, Aboriginal Homelessness",,North Coast,7,
